,Index Number,Name,Address,Project Status,Occupancy Year,Operator,Clientele - Families,Clientele - Seniors,Clientele - Other,Design - Accessible 1BR,Design - Accessible 2BR,Design - Accessible 3BR,Design - Accessible 4BR,Design - Accessible Studio,Design - Accessible Room,Design - Adaptable 1BR,Design - Adaptable 2BR,Design - Adaptable 3BR,Design - Adaptable 4BR,Design - Standard 1BR,Design - Standard 2BR,Design - Standard 3BR,Design - Standard 4BR,Design - Standard Studio,Design - Standard Room,URL,Geom,Local Area,Adaptable,Accessible,Standard
585,721,Trafalgar Co-op,2035 Trafalgar St,Completed,1981,Trafalgar Co-op Housing Association,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=721,POINT (-123.16483491 49.26767786),Kitsilano,0,0,20
586,728,The Biltmore,395 Kingsway,Completed,2014,Raincity Housing and Support Society,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=728,POINT (-123.09659106 49.26029607),Mount Pleasant,0,0,95
587,734,Taylor Manor,951 Boundary Rd,Completed,2014,Kettle Society,0,0,56,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=734,POINT (-123.02460592 49.2766945),Hastings-Sunrise,0,0,56
588,763,Sequel 138,138 E Hastings St,Completed,2015,FJL Housing Society,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=763,POINT (-123.10119662 49.28105782),Downtown,0,0,18
589,767,188 Keefer,188 Keefer,Completed,2016,S.U.C.C.E.S.S.,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=767,POINT (-123.10033058 49.27911983),Downtown,0,0,22
590,770,The Wohlsein,311 E 6th Ave,Completed,2017,Vancouver Resource Society for the Physically Disabled,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=770,POINT (-123.09852282 49.26560655),Mount Pleasant,0,0,14
591,777,179 Main Street,179 Main Street,Completed,2019,Anhart Community Housing Society,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=777,POINT (-123.10002332 49.28362092),Downtown,0,0,9
592,778,co:here housing,1723 Victoria Drive,Completed,2018,Salsbury Community Society,0,0,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=778,POINT (-123.06615515 49.26927219),Grandview-Woodland,0,0,26
593,779,Fraserview Towers Co-operative,2833 E KENT AVE N,Completed,2020,Fraserview Housing Co-operative,60,108,20,0,0,0,0,0,0,0,0,0,0,128,50,10,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=779,POINT (-123.04977348 49.20687475),Killarney,0,0,188
594,780,Tikva Housing Co-op,2777 E KENT AVE N,Completed,2020,Tikva Housing Society,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=780,POINT (-123.04977348 49.20687475),Killarney,0,0,32
595,788,The Anjok,288 E Hastings St,Completed,2018,Atira Property Management Inc.,0,0,104,0,0,0,0,8,0,0,0,0,0,0,0,0,0,104,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=788,POINT (-123.09785846 49.28092965),Strathcona,0,8,104
596,789,Odd Fellows Manor,3595 Kingsway,Completed,2020,Odd Fellows Low Rental Housing Society,0,0,44,9,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=789,POINT (-123.0265823 49.23247694),Renfrew-Collingwood,0,44,0
597,793,The Rivendell,1045 Nelson St,Completed,2024,TPM Real Estate Management Ltd,22,39,0,0,0,0,0,0,0,0,0,0,0,25,17,5,0,14,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=793,POINT (-123.12645824 49.28185115),West End,0,0,61
598,796,Second + Main,187 E 3rd Ave,Completed,2021,221a Artist Housing Society,8,0,22,0,0,0,0,0,0,0,0,0,0,8,8,0,0,12,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=796,POINT (-123.10119647 49.26884149),Mount Pleasant,0,0,28
599,804,Mi Casa,2425 St. Catherines St,Completed,2021,Red Door Housing Society,31,0,20,0,0,0,0,0,0,0,0,0,0,19,7,24,0,1,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=804,POINT (-123.08566017 49.2631267),Mount Pleasant,0,0,51
600,806,95 E 1st Ave,95 E 1st Ave,Completed,2018,Community Land Trust Foundation of BC,72,0,63,7,1,1,0,0,0,0,0,0,0,20,43,28,0,35,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=806,POINT (-123.10318172 49.27045793),Mount Pleasant,0,9,126
601,807,Riverwalk,3185 Riverwalk Ave,Completed,2021,S.U.C.C.E.S.S.,72,0,37,0,5,0,0,0,0,0,0,0,0,30,43,24,0,7,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=807,POINT (-123.03904061 49.20603626),Killarney,0,5,104
602,812,Aspen,2221 Main St,Completed,2021,Catalyst Community Developments Society,72,0,73,0,0,0,0,0,0,0,0,0,0,43,43,30,0,29,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=812,POINT (-123.10137992 49.2651573),Mount Pleasant,0,0,145
603,816,2930 Renfrew St,2930 Renfrew St,Approved,,Lu'Ma Native Housing Society,0,0,76,0,0,0,0,9,0,0,0,0,0,0,0,0,0,76,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=816,POINT (-123.04384756 49.25770435),Renfrew-Collingwood,0,9,76
604,817,1015 E Hastings St,1015 E Hastings St,Under Construction,,Community Land Trust Foundation of BC,49,0,63,11,0,0,0,0,0,0,0,0,0,17,39,10,0,35,0,,POINT (-123.08179571 49.28130782),Strathcona,0,11,101
605,818,The Stanley,53 W Cordova St,Completed,2022,PHS Community Services Society,0,0,80,4,0,0,0,0,0,0,0,0,0,18,0,0,0,62,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=818,,Other,0,4,80
606,820,Bob & Michael's Place,58 W Hastings St,Completed,2024,S.U.C.C.E.S.S.,0,0,231,4,12,0,0,30,0,0,0,0,0,8,30,0,0,101,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=820,,Other,0,46,139
607,821,1766 Frances St,1766 Frances St,Under Construction,,Unknown,32,0,49,8,0,0,0,0,0,0,0,0,0,0,17,5,10,41,0,,POINT (-123.06892602 49.2790927),Grandview-Woodland,0,8,73
608,824,North Arm Housing Co-op,710 E 19th Ave,Completed,2023,North Arm Housing Co-op,0,58,0,5,0,0,0,0,0,0,0,0,0,27,0,0,0,21,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=824,POINT (-123.08952659 49.25345583),Kensington-Cedar Cottage,0,5,48
609,828,Oakridge Centre - Phase 2 Building 9,650 W 41st Ave,Approved,,Unknown,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-123.11885482 49.23206523),Oakridge,0,0,0
610,837,Hummingbird Place,265 W 1st Ave,Completed,2019,PHS Community Services Society,0,0,52,0,0,0,0,6,0,0,0,0,0,0,0,0,0,46,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=837,POINT (-123.11113923 49.27071415),Mount Pleasant,0,6,46
611,840,Naomi Place,3598 Copley St,Completed,2020,Community Builders Group,0,0,58,0,0,0,0,6,0,0,0,0,0,0,0,0,0,52,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=840,POINT (-123.05840305 49.24966647),Kensington-Cedar Cottage,0,6,52
612,842,Chartrand Place,1131 Franklin St,Completed,2018,PHS Community Services Society,0,0,39,0,0,0,0,7,0,0,0,0,0,0,0,0,0,32,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=842,POINT (-123.0805724 49.28257659),Strathcona,0,7,32
613,845,Margaret Mitchell Place,2132 Ash St,Completed,2018,PHS Community Services Society,0,0,52,0,0,0,0,6,0,0,0,0,0,0,0,0,0,46,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=845,POINT (-123.11595666 49.26682692),Fairview,0,6,46
614,851,Vienna House,2009-2037 Stainsbury Ave,Under Construction,,More Than a Roof Housing Society,57,0,66,0,0,0,0,0,0,0,0,0,0,37,35,16,6,29,0,,,Other,0,0,123
615,853,305 Main,305 Main St,Proposed,,Happy Harvest,32,0,86,0,0,0,0,0,0,0,0,0,0,29,26,6,0,57,0,,POINT (-123.10007981 49.28202383),Downtown,0,0,118
616,856,2086-2098 W 7th Ave & 2091 W 8th Avenue,2086-2098 W 7th Ave,Approved,,MPA Society,0,0,129,0,0,0,0,20,0,0,0,0,0,0,0,0,0,129,0,,,Other,0,20,129
617,858,450 Alexander St,418-496 Alexander St,Approved,,Atira Women’s Resource Society,79,0,101,0,0,0,0,0,0,0,0,0,0,86,56,23,0,15,0,,POINT (-123.09425793 49.28372966),Strathcona,0,0,180
618,865,Jewish Community Centre,950 W 41st Ave,Approved,,Unknown,149,0,150,0,0,0,0,0,0,0,0,0,0,90,90,59,0,60,0,,POINT (-123.12599122 49.23344379),Oakridge,0,0,299
619,867,835 - 837 E Hastings,835 - 837 E Hastings St,Approved,,Lee's Benevolent Adssociation of Canada,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,,POINT (-123.08641094 49.28138463),Strathcona,0,0,40
620,868,601 Beach Crescent,601 Beach Crescent,Approved,,Unknown,55,0,97,0,0,0,0,0,0,0,0,0,0,77,30,25,0,20,0,,POINT (-123.12954822 49.27398575),Downtown,0,0,152
621,872,Harwood Manor,1222 Harwood St,Completed,1999,Brightside Community Homes Foundation,0,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=872,POINT (-123.13636545 49.28054963),West End,0,0,25
622,875,Luu-gat (Howard Johnson),1176 Granville St,Completed,2020,Atira Property Management Inc.,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=875,POINT (-123.1253448 49.27732807),Downtown,0,0,110
623,876,Buchan Hotel,1906 Haro St,Completed,2020,Atira Women’s Resource Society,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=876,POINT (-123.13856594 49.29171537),West End,0,0,63
624,879,Lion's View - Building III,2975 Horley St,Completed,1995,Brightside Community Homes Foundation,0,34,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=879,POINT (-123.04413053 49.23966521),Renfrew-Collingwood,0,0,34
625,881,City Heights,155 E 37th Ave,Completed,2014,More Than a Roof Housing Society,0,53,0,1,0,0,0,0,0,0,0,0,0,46,6,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=881,POINT (-123.10260504 49.23763885),Riley Park,0,1,52
626,882,Jubilee Rooms,235 Main St,Completed,2018,Raincity Housing and Support Society,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=882,POINT (-123.10005685 49.28263269),Downtown,0,0,80
627,884,Langara Family YMCA,282 W 49th Ave,Approved,,YWCA Vancouver,35,0,35,0,0,0,0,0,0,0,0,0,0,24,29,17,0,18,0,,POINT (-123.11234239 49.22533108),Oakridge,0,0,88
628,887,1063-1075 Barclay St,1063-1075 Barclay St,Approved,,Unknown,69,0,18,0,0,0,0,0,0,0,0,0,0,18,47,22,0,0,0,,POINT (-123.12635834 49.28319893),West End,0,0,87
629,892,622 SW Marine Dr,622 SW Marine Dr,Under Construction,,YWCA Vancouver,28,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,,,Other,0,0,28
630,899,The Aster,349 E 6th Ave,Completed,2024,Brightside Community Homes Foundation,22,60,0,3,2,0,0,0,0,0,0,0,0,19,14,4,0,35,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=899,POINT (-123.09724906 49.2656987),Mount Pleasant,0,5,72
631,900,162 Main St,162 Main St,Completed,2023,MPA Society,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=900,POINT (-123.09911107 49.28349233),Strathcona,0,0,68
632,908,Thornton Hotel,956 Main St,Completed,2021,BC Housing,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=908,POINT (-123.09949955 49.27587204),Strathcona,0,0,22
633,916,Oneesan Housing for Women,502 Alexander St,Completed,2013,Atira Women’s Resource Society,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=916,POINT (-123.09308337 49.28370817),Strathcona,0,0,12
634,924,Skeena Terrace,2108-2408 Cassiar St,Approved,,Unknown,1146,0,778,0,0,0,0,0,0,0,0,0,0,746,884,237,25,32,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=924,POINT (-123.03033314 49.26414502),Hastings-Sunrise,0,0,1924
635,926,Shawn Oaks,5505 Oak St,Proposed,,Affordable Housing Societies,63,0,117,,,,,,,,,,,,,,,,,,POINT (-123.12901006 49.23571799),Shaughnessy,0,0,0
636,929,,998 E 19th Ave,Approved,,Unknown,0,0,105,22,3,0,0,0,0,0,0,0,0,37,26,12,0,30,0,,POINT (-123.08438908 49.25336844),Kensington-Cedar Cottage,0,25,105
637,934,,1710-1730 E Pender St,Approved,,Lu'Ma Native Housing Society,71,0,120,0,0,0,0,0,0,0,0,0,0,120,38,28,5,0,0,,POINT (-123.07002235 49.28001135),Grandview-Woodland,0,0,191
638,948,Brennan's Place,545 E Cordova,Completed,2024,Lookout Housing and Health Society,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=948,POINT (-123.0923813 49.28240033),Strathcona,0,0,20
639,989,Murray Hotel,1119 Hornby,Completed,2017,Atira Women’s Resource Society,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=989,POINT (-123.12750154 49.27940628),Downtown,0,0,95
640,993,Hazelton Residence,346 Alexander St,Completed,1981,Lookout Housing and Health Society,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=993,POINT (-123.09632589 49.28376978),Strathcona,0,0,40
