,Index Number,Name,Address,Project Status,Occupancy Year,Operator,Clientele - Families,Clientele - Seniors,Clientele - Other,Design - Accessible 1BR,Design - Accessible 2BR,Design - Accessible 3BR,Design - Accessible 4BR,Design - Accessible Studio,Design - Accessible Room,Design - Adaptable 1BR,Design - Adaptable 2BR,Design - Adaptable 3BR,Design - Adaptable 4BR,Design - Standard 1BR,Design - Standard 2BR,Design - Standard 3BR,Design - Standard 4BR,Design - Standard Studio,Design - Standard Room,URL,Geom,Local Area,Adaptable,Accessible,Standard
410,991,Sereena's Place,143 Dunlevy Ave,Completed,2006,Atira Women’s Resource Society,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=991,POINT (-123.0955126 49.28336116),Strathcona,0,0,56
411,996,Patrick Anthony Residence,561 E Hastings St,Completed,2016,Atira Property Management Inc.,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=996,POINT (-123.09199723 49.28148942),Strathcona,0,0,54
412,997,Star Beach Haven,658 Alexander St,Completed,2023,Circle of Eagles Lodge Society,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=997,,Other,0,0,17
413,12,Habitat Villa,3859 W 2nd Ave,Completed,1980,Metro Vancouver Housing Corporation,37,0,0,0,0,4,0,0,0,0,0,0,0,0,4,29,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=12,POINT (-123.19038711 49.27045566),West Point Grey,0,4,33
414,13,Grandview Tower #1,1455 E 3rd Ave,Completed,1973,Baptist Housing Society of B.C.,0,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=13,POINT (-123.07464212 49.26829628),Grandview-Woodland,0,1,144
415,17,Antkiw Court,1534 E 4th Ave,Completed,1988,Entre Nous Femmes Housing Society,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=17,POINT (-123.07288057 49.266645),Grandview-Woodland,0,0,21
416,24,Bauer Villa,1800 E 5th Ave,Completed,1976,BC Housing,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=24,POINT (-123.06799095 49.26555761),Grandview-Woodland,0,2,23
417,27,First Lutheran Court,5709 Wales St,Completed,1994,Brightside Community Homes Foundation,17,1,1,1,0,0,0,0,0,0,0,0,0,1,10,4,3,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=27,POINT (-123.05213397 49.23246527),Victoria-Fraserview,0,1,18
418,28,Juniper Co-op,2017 W 5th Ave,Completed,1984,Juniper Co-op Housing Association,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=28,POINT (-123.15092794 49.26749853),Kitsilano,0,0,6
419,30,Mount Pleasant Lions Manor,325 E 6th Ave,Completed,1969,Brightside Community Homes Foundation,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=30,POINT (-123.09776676 49.26570816),Mount Pleasant,0,0,36
420,31,Chelsea Tower - Project 7,330 E 6th Ave,Completed,1975,New Chelsea Society,0,46,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,40,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=31,POINT (-123.09804729 49.26518737),Mount Pleasant,0,0,47
421,37,Stan Stronge Noble House,730 W 6th Ave,Completed,1992,Stan Stronge Noble House Co-op Housing Association,10,6,5,5,2,0,0,0,0,0,0,0,0,6,6,2,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=37,POINT (-123.12056203 49.26564344),Fairview,0,7,14
422,41,Jasmine Place Co-op,775 E 7th Ave,Completed,1984,Jasmine Place Co-op Housing Association,20,0,7,1,1,0,0,0,0,0,0,0,0,6,10,9,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=41,POINT (-123.08761087 49.2645604),Mount Pleasant,0,2,25
423,43,Chinese United Church Lodge,430 Dunlevy Ave,Completed,1993,Chinese United Church,0,29,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=43,POINT (-123.09501291 49.28055897),Strathcona,0,0,29
424,44,China Creek Apartments,1216 E 7th Ave,Completed,1981,Coast Mental Health,0,0,30,0,0,0,0,1,0,0,0,0,0,6,0,0,0,23,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=44,POINT (-123.07890671 49.26397621),Mount Pleasant,0,1,29
425,52,Vancouver Native (8th Ave),1330 E 8th Ave,Completed,1985,BC Indigenous Housing Society,28,0,8,1,1,0,0,0,0,0,0,0,0,7,23,4,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=52,POINT (-123.07666847 49.263058),Grandview-Woodland,0,2,34
426,55,Maple Creek Co-op,2053 W 8th Ave,Completed,1986,Maple Creek Co-op Housing Association,24,0,16,2,0,0,0,0,0,0,0,0,0,14,16,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=55,POINT (-123.15173449 49.26495895),Kitsilano,0,2,38
427,57,Anavets,951 E 8th Ave,Completed,1978,Anavets Senior Citizens Housing Society,0,60,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,52,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=57,POINT (-123.08405019 49.26362938),Mount Pleasant,0,3,57
428,62,Whiting Court,1842 E 10th Ave,Completed,1989,Affordable Housing Societies,0,45,2,2,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=62,POINT (-123.06693953 49.26108247),Kensington-Cedar Cottage,0,2,45
429,65,Victoria Gardens Co-op,1823 E 11th Ave,Completed,1990,Victoria Gardens Co-op Housing Assoc,24,0,6,0,0,1,0,0,0,0,0,0,0,6,14,9,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=65,POINT (-123.06745152 49.26070528),Kensington-Cedar Cottage,0,1,29
430,68,Lakewood Terrace Co-op,2075 E 12th Ave,Completed,1983,Lakewood Terrace Co-op Housing Assoc,36,0,16,4,0,0,0,0,0,0,0,0,0,12,18,18,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=68,POINT (-123.06277581 49.25992897),Kensington-Cedar Cottage,0,4,48
431,72,Yew Street Co-op,2204 W 13th Ave,Completed,1982,Yew Street Co-op Housing Association,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=72,POINT (-123.16658529 49.26018775),Kitsilano,0,0,6
432,77,Le Normand,859 W 16th Ave,Completed,1988,Societe d'Habitation La Verendrye,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=77,POINT (-123.12320747 49.25730073),Fairview,0,0,19
433,80,Three Links Manor,2898 E 22nd Ave,Completed,1982,Three Links Care Society,0,39,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,34,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=80,POINT (-123.04445764 49.25031447),Renfrew-Collingwood,0,2,37
434,83,Little Mountain Court,250 E 36th Ave,Completed,1988,Little Mountain Care & Housing Association,0,96,0,1,4,0,0,0,0,0,0,0,0,81,10,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=83,POINT (-123.10086016 49.23766925),Riley Park,0,5,91
435,85,Crossroads Co-op,404 E 43rd Ave,Completed,1986,Crossroads Co-op Housing Association,20,0,6,0,0,0,0,0,0,0,0,0,0,6,12,6,2,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=85,POINT (-123.09676819 49.23083693),Sunset,0,0,26
436,92,Rishon Co-op,1516 W 71st Ave,Completed,1988,Rishon Co-op Housing Association,12,0,8,1,1,0,0,0,0,0,0,0,0,7,7,4,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=92,POINT (-123.14150123 49.20682197),Marpole,0,2,18
437,93,Marine Court Co-op,1599 W 71st Ave,Completed,1984,Marine Court Co-op Housing Association,46,0,8,2,0,0,0,0,0,0,0,0,0,6,34,12,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=93,POINT (-123.14347965 49.20760295),Marpole,0,2,52
438,96,Adanac Tower,1717 Adanac St,Completed,1979,Vancouver East Lion's Housing Foundation,0,118,0,2,0,0,0,4,0,0,0,0,0,20,0,0,0,92,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=96,POINT (-123.07006467 49.27782127),Grandview-Woodland,0,6,112
439,97,Tivoli Gardens,3501 Naples Way,Completed,1982,Metro Vancouver Housing Corporation,151,0,0,0,12,0,0,0,0,0,0,0,0,0,46,93,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=97,POINT (-123.02876322 49.20853311),Killarney,0,12,139
440,100,Veterans Memorial Manor,310 Alexander St,Completed,1986,Veterans' Memorial Housing Society,0,0,133,0,0,0,0,12,7,0,0,0,0,0,0,0,0,75,39,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=100,POINT (-123.0973628 49.28378914),Strathcona,0,19,114
441,102,Alexander Street Co-op,638 Alexander St,Completed,1985,Alexander Street Co-operative Housing Association,5,0,51,5,0,0,0,5,0,0,0,0,0,8,5,0,0,33,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=102,POINT (-123.09046001 49.28366031),Strathcona,0,10,46
442,109,St. Mary's Mews,5311 Balsam St,Completed,1988,St. Mary's Kerrisdale Housing Society,0,18,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=109,POINT (-123.16154324 49.23810614),Arbutus Ridge,0,1,17
443,113,Pacific Park Place Co-op,3401 E 43rd Ave,Completed,1986,Pacific Park Place Co-op Housing Association,31,0,9,0,2,0,0,0,0,0,0,0,0,9,8,21,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=113,POINT (-123.03003447 49.23126023),Killarney,0,2,38
444,118,Broadway Manor,2633 E Broadway,Completed,1975,Broadway Pentecostal Benevolent Association,0,80,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,69,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=118,POINT (-123.05120171 49.2623094),Hastings-Sunrise,0,5,75
445,119,Kitsilano Terrace Co-op,2616 W Broadway,Completed,1984,Kitsilano Terrace Co-op Housing Association,12,0,15,1,1,0,0,0,0,0,0,0,0,14,8,3,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=119,POINT (-123.16523828 49.26376668),Kitsilano,0,2,25
446,121,Kiwanis Fairview Manor,633 Bucketwheel,Completed,1977,Uptown Kiwanis Club,0,61,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,40,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=121,POINT (-123.11823439 49.26800345),Fairview,0,0,61
447,122,Clarke Manor,650 Bucketwheel,Completed,1977,Vancouver Broadway Housing Society,0,46,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,22,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=122,POINT (-123.11818965 49.26769092),Fairview,0,0,46
448,127,Eight Oaks Co-op,3637 Cambie St,Completed,1982,Eight Oaks Co-op Housing Association,31,0,11,2,1,1,0,1,0,0,0,0,0,4,25,4,0,4,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=127,POINT (-123.11584604 49.25295523),South Cambie,0,5,37
449,131,Adanac Village Co-op,950 Cassiar St,Completed,1978,Adanac Village Co-op Housing Association,138,0,22,0,0,0,0,0,0,0,0,0,0,22,56,51,31,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=131,POINT (-123.02811463 49.2763955),Hastings-Sunrise,0,0,160
450,135,Charles Square Co-op,1555 Charles St,Completed,1987,Charles Square Co-op Housing Association,18,0,18,0,2,0,0,0,0,0,0,0,0,18,8,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=135,POINT (-123.07198632 49.27333302),Grandview-Woodland,0,2,34
451,137,Lions Manor,740 Commercial Dr,Completed,1958,Vancouver East Lion's Housing Foundation,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=137,POINT (-123.07022885 49.27820526),Grandview-Woodland,0,0,24
452,138,Connaught Co-op,527 Commodore Rd,Completed,1984,Connaught Co-op Housing Association,66,0,13,1,3,0,0,0,0,0,0,0,0,12,63,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=138,POINT (-123.11596251 49.26801477),Fairview,0,4,75
453,144,Hugh Bird Residence,420 E Cordova,Completed,1981,Metro Vancouver Housing Corporation,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=144,POINT (-123.09482718 49.28193148),Strathcona,0,0,64
454,147,Antoinette Lodge,535 E Cordova St,Completed,1976,City of Vancouver,0,78,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,71,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=147,POINT (-123.09262537 49.28240508),Strathcona,0,7,71
455,152,Kinross Creek Co-op,8001 Curate Wynd,Completed,1983,Kinross Creek Co-op Housing Association,60,0,9,0,4,0,0,0,0,0,0,0,0,9,26,26,4,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=152,POINT (-123.02878208 49.21247171),Killarney,0,4,65
456,153,Cypress Walk,2425 Cypress St,Completed,1976,BC Housing,30,0,2,0,0,0,0,0,0,0,0,0,0,0,29,1,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=153,POINT (-123.14845684 49.26444467),Kitsilano,0,0,32
457,162,Trout Lake Co-op,3274 Findlay St,Completed,1988,Trout Lake Co-op Housing Association,30,0,1,0,0,0,0,0,0,0,0,0,0,1,24,4,2,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=162,POINT (-123.06738984 49.25527408),Kensington-Cedar Cottage,0,0,31
458,166,Emma G. Co-op,2250 Fraser St,Completed,1984,Emma G. Co-op Housing Association,13,0,4,1,3,1,0,0,0,0,0,0,0,3,8,1,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=166,POINT (-123.08876201 49.26456896),Mount Pleasant,0,5,12
459,167,Happy Manor,551 E Georgia St,Completed,1979,Vancouver Chinese Kung Kao Foundation,0,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=167,POINT (-123.09201049 49.27867931),Strathcona,0,1,26
460,169,David Wetherow Co-op,1529 W 71st Ave,Completed,1985,David Wetherow Co-op Housing Association,25,0,15,5,0,0,0,0,0,0,0,0,0,10,6,17,2,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=169,POINT (-123.14167259 49.20734942),Marpole,0,5,35
461,170,Lu'Ma Housing (Georgia St),1750 E Georgia St,Completed,1985,Lu'Ma Native Housing Society,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=170,POINT (-123.06934118 49.27818934),Grandview-Woodland,0,0,21
462,173,Riverside Landing Co-op,8450 Portside Dr,Completed,1988,Riverside Landing Co-op Housing Association,51,0,6,0,0,0,0,0,0,0,0,0,0,6,12,32,7,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=173,POINT (-123.06053178 49.2067025),Victoria-Fraserview,0,0,57
463,175,Casa Serena,2610 Grandview Hwy S,Completed,1988,Italian Cultural Centre Housing Society,0,90,0,4,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=175,POINT (-123.05200625 49.25715479),Renfrew-Collingwood,0,4,86
464,179,Vancouver East Co-op,1750 Grant St,Completed,1981,Vancouver East Co-op Housing Association,6,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=179,POINT (-123.06848813 49.27102079),Grandview-Woodland,0,0,11
465,180,Helmcken House,1090 Granville St,Completed,1991,McLaren Housing Society of BC,0,0,32,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=180,POINT (-123.1241591 49.27810547),Downtown,0,0,32
466,187,City Edge Co-op,3608 SE Marine Dr,Completed,1993,City Edge Co-op Housing Association,70,0,0,0,3,0,0,0,0,0,0,0,0,0,44,23,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=187,POINT (-123.02479866 49.20740193),Killarney,0,3,67
467,191,Frances Court,1661 Frances St,Completed,1989,Coast Mental Health,0,0,34,0,0,0,0,0,0,0,0,0,0,22,0,0,0,12,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=191,POINT (-123.07120717 49.27964586),Grandview-Woodland,0,0,34
468,194,Constance Court,2518 E Hastings St,Completed,1992,Entre Nous Femmes Housing Society,16,14,4,4,0,0,0,0,0,0,0,0,0,14,14,2,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=194,POINT (-123.05409967 49.28088658),Hastings-Sunrise,0,4,30
469,195,La Cour I,3080 Heather St,Completed,1986,Societe d'Habitation La Verendrye,22,0,1,1,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=195,POINT (-123.11942972 49.2576848),Fairview,0,1,22
470,197,New Jubilee House,1099 Richards Street,Completed,2016,The 127 Society for Housing,0,31,131,0,0,0,0,4,0,0,0,0,0,49,0,0,0,109,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=197,POINT (-123.12269367 49.27725478),Downtown,0,4,158
471,203,Columbus Tower,5233 Joyce St,Completed,1970,Columbus Charities,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=203,POINT (-123.03307907 49.23748176),Renfrew-Collingwood,0,0,82
472,204,Chelsea Green,4210 Kamloops St,Completed,1990,New Chelsea Society,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=204,POINT (-123.0536508 49.24692571),Renfrew-Collingwood,0,0,29
473,205,Chau Luen Tower,325 Keefer St,Completed,1972,Chau Luen Kon Sol Society of Vancouver,0,82,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,73,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=205,POINT (-123.09648989 49.27966994),Strathcona,0,0,82
474,207,Lu'Ma Housing (Boundary Rd),5075 Boundary Rd,Completed,1993,Lu'Ma Native Housing Society,14,14,4,4,0,0,0,0,0,0,0,0,0,14,4,10,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=207,POINT (-123.02402887 49.23848485),Renfrew-Collingwood,0,4,28
475,209,Scottish Manor,7101 Kerr St,Completed,1969,Vancouver Kiwanis Senior Citizens Housing Society,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=209,POINT (-123.041933 49.21887003),Killarney,0,0,34
476,211,King Edward Court,2751 W King Edward,Completed,1963,Anglican Homes,0,58,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,50,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=211,POINT (-123.16653193 49.24842742),Arbutus Ridge,0,0,58
477,212,Dundee Court Co-op,2898 Kingsway,Completed,1987,Dundee Court Co-op Housing Association,69,0,4,4,0,0,0,0,0,0,0,0,0,0,22,29,18,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=212,POINT (-123.04678992 49.23580848),Renfrew-Collingwood,0,4,69
478,213,Synala Co-op,3090 Kingsway,Completed,1987,Synala Co-op Housing Association,36,0,4,0,2,0,0,0,0,0,0,0,0,4,10,16,8,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=213,POINT (-123.04054032 49.23510381),Renfrew-Collingwood,0,2,38
479,215,Grandview Tower #2,1425 E 3rd Ave,Completed,1990,Baptist Housing Society of B.C.,0,77,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=215,POINT (-123.07464212 49.26829628),Grandview-Woodland,0,0,77
480,216,Lu'Ma Housing (Kitchener St),1475 Kitchener St,Completed,1982,Lu'Ma Native Housing Society,15,0,7,0,0,0,0,0,0,0,0,0,0,6,6,9,0,1,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=216,POINT (-123.07429154 49.27241953),Grandview-Woodland,0,0,22
481,218,Wellington Apartment,1399 Fountain Way,Completed,1980,Wellington Society,41,44,0,0,0,0,0,0,0,0,0,0,0,44,33,8,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=218,POINT (-123.13509226 49.26804963),Fairview,0,0,85
482,226,Maple Crest Apartment,2229 Maple St,Completed,1976,Shalom Branch #178 Canadian Legion,0,102,0,12,0,0,0,0,0,0,0,0,0,70,4,0,0,16,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=226,POINT (-123.15077883 49.26595347),Kitsilano,0,12,90
483,227,Phoenix Court Co-op,2424 Maple St,Completed,1984,Phoenix Court Co-op Housing Association,20,0,13,1,1,0,0,0,0,0,0,0,0,12,19,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=227,POINT (-123.15003674 49.26442777),Kitsilano,0,2,31
484,232,Marpole Terrace Co-op,8695 SW Marine Dr,Completed,1986,Marpole Terrace Co-op Housing Association,33,0,6,0,8,0,0,0,0,0,0,0,0,6,21,4,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=232,POINT (-123.14269428 49.20753063),Marpole,0,8,31
485,238,Grandview Terrace,1501 Woodland Dr,Completed,1969,BC Housing,54,100,0,0,0,0,0,0,0,0,0,0,0,29,32,10,12,71,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=238,POINT (-123.07443151 49.27099676),Grandview-Woodland,0,0,154
486,246,Grandview Co-op,1455 Napier St,Completed,1980,Grandview Co-op Housing Association,12,0,7,0,0,0,0,0,0,0,0,0,0,5,5,7,0,2,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=246,POINT (-123.07485783 49.27517909),Grandview-Woodland,0,0,19
487,250,Earle Adams Village,7601 Bywell Crt,Completed,1979,Metro Vancouver Housing Corporation,105,0,0,0,0,7,0,0,0,0,0,0,0,0,35,63,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=250,POINT (-123.02658047 49.21503813),Killarney,0,7,98
488,252,Gillard Manor,2122 Oxford St,Completed,1965,Vancouver East Lion's Housing Foundation,0,42,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,31,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=252,POINT (-123.06137361 49.28545308),Grandview-Woodland,0,0,42
489,255,Dart Coon Club,490 Columbia St,Completed,1981,Chinese Freemasons of Canada,0,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=255,POINT (-123.10190211 49.28067369),Downtown,0,0,34
490,260,St. Barbara's Estia,3621 W 4th Ave,Completed,1993,Hellenic Housing Society of BC,0,28,2,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=260,POINT (-123.18453011 49.26885935),Kitsilano,0,2,28
491,261,Chinatown Lions Manor II,830 Campbell Ave,Completed,1984,Vancouver Chinatown Housing Society,0,18,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,14,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=261,POINT (-123.08442743 49.27694361),Strathcona,0,1,17
492,263,Leveller's Co-op,1763 E Pender St,Completed,1985,Leveller's Co-op Housing Association,28,0,7,2,0,0,0,0,0,0,0,0,0,5,22,6,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=263,POINT (-123.06880418 49.28051041),Grandview-Woodland,0,2,33
493,264,Vancouver Native (Pender St),1823 E Pender St,Completed,1989,BC Indigenous Housing Society,30,9,3,3,2,0,0,0,0,0,0,0,0,9,22,6,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=264,POINT (-123.0673884 49.28050551),Grandview-Woodland,0,5,37
494,268,The Charles Bentall,3306 E 5th Ave / 3350 E 5th Ave,Completed,1992,Hopehill,0,50,1,3,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=268,POINT (-123.03206317 49.26534752),Hastings-Sunrise,0,3,48
495,269,Pendrellis,1254 Pendrell St,Completed,1973,Parish of St.Paul-Pendrellis Society,0,87,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,78,0,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=269,POINT (-123.13344925 49.28280452),West End,0,0,87
